x1,x2,x3,x4,y
0.715,0.54,3.21,126.44,1.6554
0.147,0.5,1.485,121.8,1.4592
0.707,4.16,1.515,135.96,3.2025
0.141,0.54,1.41,106.72,0.2375
0.135,2.1375,1.62,93.6,0.9894
0.742,3.92,3,108.16,1.5048
0.1365,4,1.62,84.48,0.9588
0.3325,0.49,3.3,125.73,2.4384
0.1635,0.5,1.44,115.57,0.9894
0.3465,2.1375,1.365,96.72,0.4743
0.144,4.28,1.605,104.4,2.5908
0.3815,4.04,1.485,95.04,1.122
0.3815,2.1825,2.88,113.68,2.6416
0.4095,0.53,3.06,99.84,0.51
0.663,3.92,3.09,133.35,4.0386
0.702,0.45,1.38,81.84,0.3496
0.6565,2.385,1.485,126.44,2.286
0.45,4.32,1.44,120.64,2.3622
0.1545,0.53,1.62,85.56,0.51
0.4365,4.24,1.605,106.72,2.7686
0.5445,4.04,1.5,138.43,2.4384
0.35,2.3625,1.545,134.62,0.4998
0.651,4.12,1.455,111.28,0.192
0.495,2.4075,2.7,118.11,2.6162
0.235,2.1375,1.485,138.6,0.5304
0.329,0.54,3.21,82.72,0.722
0.2725,3.6,1.575,98.58,0.245
0.651,0.45,1.41,85.56,0.049
0.495,2.115,1.425,83.7,0.05
0.265,2.07,1.56,124.08,1.3462
0.4635,0.525,1.605,121.44,1.3081
0.3185,2.3175,1.545,83.7,0.19
0.605,4.32,1.59,117.16,2.3876
0.2325,2.205,3.12,93,0.26
0.2575,0.545,1.47,134.62,0.8455
0.679,0.52,1.35,128.04,1.869
0.357,3.6,3.06,116,2.1924
0.364,3.64,1.56,104.4,2.5146
0.528,4.2,3.12,107.12,0.8346
0.5115,4.24,1.455,102.96,0.21
0.6565,2.1825,2.85,133.32,2.4638
0.594,0.55,1.5,116,0.245
0.6695,2.34,1.485,80.08,0.1
0.583,2.3175,3.27,107.88,3.9624
0.4815,0.47,1.35,114.3,1.1557
0.5555,3.88,1.56,97.65,1.52
0.672,0.55,1.5,92.4,0.099
0.245,0.45,1.485,124.08,0.9345
0.343,0.455,1.59,80.96,0.162
0.486,4.4,1.515,110.24,1.0944
0.255,0.45,3.3,135.89,1.0716
0.4635,2.2725,1.62,111.28,0.189
0.468,0.525,1.635,132,0.6656
0.1485,2.4525,1.62,79.2,0.0495
0.275,0.55,3.09,90.64,0.6992
0.2375,4.2,2.73,101.37,0.8544
0.371,0.505,1.485,105.56,1.0602
0.255,2.07,3.03,113.68,1.5504
0.144,2.07,1.455,88,0.096
0.506,0.465,2.76,130.81,3.8481
0.4545,0.51,1.56,143.88,0.6208
0.315,3.88,3.09,124.12,1.8879
0.676,0.53,2.76,84.63,0.135
0.275,2.0925,1.47,137.28,2.3622
0.147,0.51,2.79,96.72,1.8473
0.583,2.4525,1.635,110.24,0.1391
0.611,2.025,1.485,145.2,1.143
0.235,0.49,2.7,124.46,2.7432
0.265,0.545,2.76,129.36,2.2127
0.1545,2.025,3.12,125.4,2.2442
0.225,0.485,1.485,80.96,0.0752
0.423,2.0475,3.12,113.36,2.286
0.1575,4.16,2.79,115.57,2.806
0.45,4.12,1.56,124.46,3.8804
0.763,2.295,3.3,86.49,0.153
0.7085,2.205,1.65,94.16,0.1274
0.637,2.3175,3.21,98.58,1.4592
0.45,2.1375,1.395,123.19,1.7978
0.4275,0.47,2.7,122.76,3.4671
0.1455,4.4,3.09,134.64,3.1415
0.528,2.2725,1.59,95.04,0.027
0.495,2.115,3.18,138.6,2.4384
0.27,2.1375,1.605,105.04,0.418
0.3395,0.465,3.03,119.48,1.4896
0.26,0.55,1.38,83.6,0.092
0.23,2.4525,2.94,123.19,1.78
0.3325,4.32,2.88,137.28,3.8862
0.265,3.6,1.545,98.58,0.1287
0.45,2.3175,1.5,137.28,0.9486
0.5555,4.12,3.27,130.81,2.745
0.4905,2.2275,1.53,84.48,0.5355
0.4635,0.48,2.97,121.92,3.9624
0.594,4.04,3.21,121.92,5.4356
0.561,2.25,3.12,127,2.0246
0.24,4.2,2.7,102.3,2.03
0.756,4.28,2.97,90.21,0.6016
0.3325,3.6,2.76,124.46,1.8473
0.651,3.96,2.91,102.96,1.691
0.26,3.96,2.94,84.48,0.6592
0.235,0.485,2.88,92.07,0.2461
0.144,0.515,3.21,93.28,0.0832
0.477,0.48,3.3,87.42,0.138
0.6565,0.475,1.575,87.42,0.218
0.2275,0.505,1.395,121.44,0.9996
0.5335,0.5,1.41,120.65,0.6144
0.572,2.4075,1.53,132.08,1.0812
0.165,0.465,3.3,105.04,1.8473
0.6045,4.4,1.455,105.04,0.208
0.153,3.8,3.03,132.08,4.3442
0.707,0.495,3.21,83.6,0.162
0.77,0.45,3.18,112.32,2.6924
0.611,4,2.76,88.35,0.8989
0.2575,2.16,3.3,145.2,1.071
0.4095,3.76,1.455,117.16,1.0404
0.672,0.525,1.59,141.24,1.5504
0.165,4.2,3.18,116,1.9285
0.1455,2.385,1.365,130.81,3.1415
0.721,0.46,3.12,119.38,1.7978
0.459,4.4,1.365,133.35,4.2958
0.265,4.04,1.515,83.7,1.1016
0.1485,2.16,1.44,132.08,1.3589
0.441,3.72,2.79,119.48,2.989
0.459,3.64,1.38,104,0.182
0.135,2.2275,1.545,90.64,0.0816
0.141,4.28,3.09,109.04,2.29
0.441,0.47,1.44,96.8,0.5559
0.432,0.515,1.575,86.49,0.5049
0.156,3.6,3.06,138.6,3.738
0.141,0.54,1.515,114.3,0.24
0.6825,3.76,2.7,114.84,3.6957
0.1395,4.28,3.3,94.16,0.7676
0.147,3.68,2.97,129.54,3.429
0.156,0.47,3.3,137.16,1.02
0.611,0.465,3.03,84.48,1.5352
0.665,2.295,3.3,89.28,0.156
0.3745,2.2725,1.365,115.57,2.3876
0.322,0.46,3.09,108.16,1.2426
0.572,4.16,1.365,80.96,1.0608
0.162,2.295,1.62,118.32,0.9792
0.432,2.385,1.53,102.3,0.3762
0.6435,4.16,2.82,100.44,0.6992
0.477,2.07,2.88,124.12,3.8804
0.329,4.32,2.94,86.49,0.798
0.658,0.535,2.73,81.84,0.1515
0.2725,0.45,1.53,123.19,0.3572
0.329,4.04,2.94,133.32,2.989
0.5445,2.385,1.515,120.12,0.9588
0.1605,4.24,3.09,135.89,2.989
0.4635,2.0475,3.21,91.14,0.361
0.5885,0.52,3.03,120.65,1.6732
0.477,3.88,1.56,141.24,3.81
0.637,4.2,2.94,99.84,0.8284
0.423,4,1.635,90.64,1.02
0.594,2.4525,3.09,114.3,2.5146
0.561,0.515,1.65,95.92,0.4692
0.679,0.46,1.35,86.24,0.0832
0.414,3.68,1.545,87.42,0.4104
0.583,3.88,1.635,124.46,3.8862
0.676,2.43,1.44,139.7,2.54
0.1485,4.2,2.76,121.44,3.0195
0.3535,4.08,2.79,106.72,1.8473
0.162,0.54,3.24,88.35,0.3762
0.3745,3.92,3.27,102.3,0.918
0.23,2.0475,3.24,139.7,2.3876
0.594,0.545,1.605,84.63,0.361
0.517,2.07,3.27,119.48,2.54
0.6045,3.84,1.365,93.93,1.1016
0.6305,2.205,1.59,139.92,1.397
0.35,2.1375,1.395,106.08,0.3686
0.495,2.295,1.425,115.57,1.6198
0.1365,0.45,3.24,130.68,1.5656
0.1575,2.1825,1.575,118.32,2.3129
0.3535,2.43,1.38,110.24,0.9792
0.598,2.205,1.515,86.49,0.361
0.539,0.455,3.12,121.8,1.7954
0.3815,0.535,1.635,118.32,0.418
0.689,3.96,1.455,107.12,0.206
0.5995,0.5,2.97,123.19,3.8862
0.357,0.51,1.395,118.32,1.6416
0.6305,0.52,3.03,88.35,0.225
0.637,2.34,1.485,89.28,0.2325
0.235,4.28,1.365,93.6,0.798
0.3815,0.55,1.62,112.32,0.171
0.414,2.2725,2.73,119.38,3.4176
0.2725,2.4525,1.545,93.93,0.4947
0.6695,0.49,1.605,84.63,0.5151
0.528,3.76,1.38,138.43,4.0194
0.6695,2.1825,3.3,110.2,3.5956
0.1395,2.025,2.7,80.08,0.399
0.693,3.68,1.635,105.56,1.071
0.742,3.72,1.425,122.76,3.4176
0.689,4.2,1.575,90.21,0.8208
0.23,2.1375,3.06,99.84,2.5146
0.495,2.475,2.88,93.28,0.5952
0.405,4.2,1.605,80.96,0.3572
0.4185,2.385,1.395,101.37,0.1287
0.702,2.1825,2.79,135.96,1.1286
0.1605,3.68,3.21,134.64,1.6264
0.4545,0.525,1.59,133.35,1.197
0.637,4.36,1.575,111.28,0.26
0.6695,0.455,2.7,79.2,0.141
0.477,2.25,1.425,111.28,0.2525
0.3745,2.3625,1.44,102.96,0.1782
0.1605,4.36,2.82,100.44,0.576
0.539,2.07,2.79,129.54,1.8336
0.637,4.12,1.545,110.2,1.8879
0.5885,4.32,3.06,93,1.5048
0.702,0.485,1.605,86.49,0.109
0.144,0.525,1.53,93.28,0.104
0.686,0.515,3.3,92.4,1.2426
0.763,2.3175,3.3,127.6,3.6957
0.255,2.3625,3.3,117.16,1.071
0.159,3.64,1.5,81.84,0.2375
0.1545,0.54,3.09,105.56,0.6916
0.1455,4.08,3,84.48,1.122
0.15,3.96,1.365,118.11,3.9624
0.329,0.545,1.59,100.44,0.196
0.144,4.04,1.545,96.72,0.9078
0.357,2.34,3.21,86.49,0.15
0.27,0.545,1.41,132.08,0.23
0.35,2.1375,3.09,92.07,0.4641
0.156,4.08,3,106.72,2.3358
0.6435,2.025,1.545,84.48,0.198
0.165,2.25,3.21,94.16,0.3496
0.3745,2.43,1.47,133.32,0.5406
0.156,2.0475,2.76,124.08,1.4288
0.2575,2.16,1.365,102.3,0.2675
0.5885,2.2275,1.575,102.3,0.0495
0.255,4.08,1.485,107.12,0.182
0.4635,0.46,3.15,130.81,1.6732
0.135,2.16,1.485,95.79,0.192
0.468,0.53,1.5,119.38,0.2475
0.5775,4.36,2.85,125.4,4.9356
0.3185,4,1.41,89.28,0.9384
0.686,0.52,1.53,91.14,0.225
0.763,2.3625,1.395,96.72,0.11
0.3255,0.46,2.73,123.19,1.6554
0.27,4.2,2.97,125.73,2.3876
0.423,4.28,3.03,86.49,0.8544
0.138,0.475,1.395,94.64,0.1248
0.441,2.3175,1.62,86.49,0.1287
0.749,2.385,1.62,120.64,1.3843
0.6305,0.465,1.365,108.16,0.3762
0.2275,0.46,2.88,97.65,0.138
0.3745,2.3175,2.73,114.4,2.1924
0.728,0.475,1.575,104.4,0.7676
0.728,2.1825,2.97,121.8,3.429
0.45,4,3.12,83.6,1.1856
0.27,0.455,1.635,145.2,0.24
0.477,0.535,1.605,134.64,0.2675
0.1635,0.47,3,96.8,0.156
0.414,2.25,2.73,130.81,4.0386
0.2625,2.475,2.94,130.81,2.0839
0.735,2.34,1.485,88.35,0.0744
0.3675,4.24,3.24,120.65,2.8975
0.1635,0.53,1.485,113.36,0.2625
0.329,2.0475,1.47,137.28,2.5654
0.423,0.475,3.3,122.76,3.6957
0.6175,4.32,1.605,91.52,0.5508
0.3185,2.1825,1.62,124.46,1.1938
0.35,2.0925,2.73,127,2.1068
0.135,3.8,3.27,113.36,1.4136
0.495,2.3625,1.395,107.12,0.4743
0.583,3.96,2.79,86.49,0.684
0.378,2.4075,1.395,100.88,0.5457
0.6695,3.88,1.47,88.88,0.2525
0.3185,4.04,1.635,90.21,0.1261
0.495,2.0475,1.575,128.04,0.7372
0.55,2.1825,1.35,92.4,0.184
0.714,4.4,2.97,102.3,0.8132
0.715,2.025,1.56,106.72,1.197
0.147,3.68,2.88,91.14,1.1628
0.371,2.3175,3.27,137.28,1.6112
0.594,4.12,1.455,141.24,3.6957
0.357,2.115,3.03,126.44,1.3984
0.156,0.495,2.76,122.76,2.519
0.24,0.55,1.575,120.12,0.8277
0.6955,0.47,1.56,135.96,0.4641
0.3465,3.64,3.24,113.36,0.4142
0.572,2.1825,2.97,109.04,3.204
0.594,0.525,1.44,139.7,1.1058
0.3465,3.88,1.395,142.56,2.867
0.707,2.4075,1.365,124.46,1.02
0.141,0.54,1.425,125.28,0.3914
0.5995,2.1825,3,95.04,0.8056
0.679,3.96,1.575,134.64,3.5052
0.405,0.46,2.79,120.12,3.6195
0.689,0.46,2.88,120.65,1.691
0.663,2.1375,3.15,121.44,3.6957
0.3745,2.205,3.03,101.92,0.5406
0.7085,0.45,1.65,132,0.7904
0.3395,0.505,1.41,135.89,0.225
0.721,2.1375,1.605,128.27,1.6264
0.385,4.4,1.455,145.2,3.4888
0.721,2.0475,3.15,122.76,2.54
0.385,4.16,1.455,129.54,5.1308
0.265,2.1825,3.3,106.08,1.0404
0.6955,3.76,1.44,109.04,2.5908
0.686,4,2.85,96.72,1.4136
0.679,3.68,3.06,93.6,0.6916
0.1365,0.54,2.82,99.84,2.5654
0.4725,0.53,3.12,124.12,1.9402
0.77,0.505,2.88,141.24,2.4892
0.1485,0.525,1.53,116,0.51
0.6955,3.72,2.94,119.48,2.1526
0.651,0.465,1.56,85.56,0.0832
0.147,0.55,2.79,101.92,2.3587
0.25,3.92,1.455,122.96,1.596
0.2525,0.45,1.41,95.04,0.1287
0.611,2.3175,1.47,95.79,0.25
0.749,2.2275,1.395,119.38,2.1755
0.357,4,1.44,129.36,3.5814
0.153,2.34,2.7,96.8,0.8132
0.594,2.1375,3.21,109.2,2.03
0.5665,4.08,2.73,121.92,4.6157
0.5335,3.8,2.7,99.51,0.6976
0.1485,0.49,1.65,83.7,0.1183
0.4095,4.08,1.59,84.63,1.6264
0.159,3.72,2.76,98.58,0.7752
0.6305,0.535,1.515,132,0.6336
0.3675,2.3175,1.62,101.92,0.459
0.65,3.96,1.575,97.76,1.02
0.159,2.205,1.47,95.92,0.106
0.265,2.34,2.88,111.36,1.4896
0.702,0.535,3.24,89.76,0.1365
0.343,4.04,3.03,135.96,4.1006
0.3815,2.025,1.515,94.86,0.095
0.7085,4.08,1.53,108.16,1.2084
0.665,4,3,83.7,0.6272
0.63,2.205,2.97,120.64,3.4671
0.3745,3.76,2.7,126.72,2.233
0.5885,3.84,1.605,119.48,2.6162
0.1365,2.2275,2.97,108.16,0.7676
0.141,0.49,2.97,93.93,0.165
0.1605,0.465,2.94,90.21,0.156
0.7,3.64,2.91,129.54,4.3415
0.364,2.2725,1.41,124.08,2.4638
0.45,2.4075,1.515,134.64,1.6198
0.322,0.49,3.21,101.92,0.459
0.385,2.34,1.41,121.92,1.9082
0.1605,2.0475,2.97,83.6,0.2438
0.2475,0.45,2.88,91.14,0.2475
0.4185,3.84,1.485,83.7,0.3686
0.714,3.6,1.395,95.68,1.52
0.5885,2.0925,2.76,106.72,2.101
0.2625,3.6,1.59,102.96,0.361
0.329,2.4075,1.5,114.4,0.9486
0.3255,0.51,1.455,116.84,0.6848
0.159,2.295,1.485,115.57,2.745
0.3815,0.46,2.73,121.92,2.54
0.322,0.455,3.06,89.76,0.26
0.45,2.3175,1.53,94.64,0.2375
0.651,3.76,1.35,118.8,3.6576
0.624,4.36,1.485,98.58,1.5048
0.35,3.68,3.03,118.32,0.9792
0.2725,4.12,3.27,93.93,0.8132
0.225,3.68,3.21,104,1.7266
0.517,4.24,1.395,96.72,0.3838
0.343,0.52,1.605,138.43,1.3843
0.598,2.295,1.395,112.32,0.1692
0.77,4,1.635,141.24,4.32
0.756,0.475,3.24,94.64,1.8334
0.432,2.07,1.485,135.96,1.0404
0.6565,3.96,1.455,94.86,0.5151
0.55,2.2725,1.515,105.04,0.245
0.2625,2.1825,2.85,130.81,2.413
0.265,2.025,3.09,113.68,1.9082
0.477,4.08,1.515,84.48,0.27
0.5775,0.485,1.515,93.93,0.5406
0.486,4.24,1.605,127.6,1.9894
0.275,0.495,1.365,135.89,0.64
0.3325,2.025,3,127.6,2.413
0.3255,0.48,1.395,92.4,0.0505
0.528,2.295,2.91,100.44,0.7068
0.651,2.43,1.425,96.72,0.1417
0.378,3.88,1.575,106.72,2.3114
0.4095,3.6,3.09,91.14,1.026
0.162,3.88,1.65,122.96,1.4592
0.715,4.36,3.15,139.7,4.9356
0.583,0.525,2.94,135.96,3.5433
0.24,2.115,1.53,114.84,0.969
0.721,2.0925,1.545,86.24,0.093
0.477,2.0925,1.425,88,0.109
0.385,2.295,1.65,139.92,0.7068
0.2625,4.28,3.21,116.84,2.03
0.329,4,1.41,83.7,1.0302
0.2725,0.51,1.575,104,0.51
0.486,4,1.38,124.46,3.9624
0.1485,4.16,3.09,143.88,5.031
0.343,4.16,1.575,141.24,3.2752
0.561,0.465,3.12,121.8,1.7763
0.572,0.45,1.56,137.28,0.3496
0.3325,0.45,1.425,127.6,1.4136
0.624,0.49,1.44,109.04,0.9282
0.3675,0.55,2.82,135.96,2.233
0.763,0.465,1.41,84.63,0.2525
0.637,3.76,1.575,100.88,0.2575
0.414,0.505,1.62,107.12,0.2525
0.585,2.205,1.485,107.12,0.361
0.364,2.115,1.47,141.24,2.3368
0.3605,0.48,2.91,122.96,3.6195
0.26,0.495,1.605,90.64,0.095
0.4095,4.04,1.455,137.16,3.2635
0.4365,0.505,2.88,117.16,3.8862
0.486,0.475,3.03,86.49,0.138
0.665,2.1375,3.3,121.8,2.413
0.3605,0.52,2.73,95.92,0.4142
0.6175,2.295,2.82,106.72,3.9243
0.144,3.88,1.56,121.44,4.4928
0.4815,2.475,1.41,125.4,2.4638
0.3185,3.8,3.03,125.73,4.9276
0.539,3.88,2.73,101.92,1.8676
0.3815,2.1375,1.53,111.36,0.4845
0.715,4.12,2.97,113.36,2.6924
0.275,0.47,2.7,99.84,1.9285
0.322,2.475,2.88,119.38,2.3816
0.3815,0.465,2.76,87.12,0.2375
0.6955,2.4525,2.97,98.8,0.8346
0.594,2.115,2.94,111.28,1.5352
0.156,2.43,1.59,112.52,0.8284
0.35,4.04,1.575,105.56,2.286
0.5445,2.205,2.97,96.72,0.7722
0.6695,0.525,1.545,113.36,0.3876
0.5665,4.12,1.65,107.88,1.4288
0.3395,2.1825,2.82,135.89,0.7828
0.6825,2.295,1.59,112.32,0.3686
0.495,0.46,2.76,123.19,2.3876
0.7085,2.3625,1.56,98.8,0.561
0.1395,2.3625,1.65,79.2,0.091
0.7085,0.535,2.91,100.88,2.6924
0.6175,2.3175,3.21,94.16,0.165
0.5335,0.51,3.24,112.32,0.4998
0.5005,0.455,1.47,86.24,0.0279
0.5115,0.515,1.44,85.36,0.052
0.5995,0.535,1.425,128.04,0.3572
0.2625,0.545,2.79,128.27,1.8145
0.1635,0.535,1.41,119.48,0.2575
0.357,0.49,1.38,86.49,0.18
0.486,2.25,1.53,90.21,0.1326
0.4185,2.4075,1.485,128.04,3.294
0.3325,4.24,3.27,110.24,0.4104
0.4275,2.0475,1.47,97.76,1.122
0.153,4.36,1.515,91.14,0.1352
0.651,2.25,3.24,90.21,0.2254
0.1395,4.08,1.62,141.24,3.382
0.4185,2.07,2.88,114.3,3.2396
0.336,0.46,1.38,114.4,0.2575
0.665,0.545,3,111.36,3.6957
0.572,2.0475,3.21,124.46,3.233
0.364,2.43,1.44,128.27,3.2635
0.4905,2.025,3.3,110.2,3.168
0.144,0.455,2.76,110.24,1.6264
0.2575,3.8,1.53,117.16,2.0503
0.651,3.68,2.79,112.52,2.4961
0.495,0.465,3.21,110.24,1.9488
0.2375,3.64,1.41,134.62,3.3245
0.3815,0.55,1.56,145.2,0.64
0.45,0.465,3,128.04,3.4671
0.686,0.46,3.21,79.2,0.2475
0.1365,0.5,1.635,91.52,0.045
0.162,2.16,2.7,83.6,0.25
0.23,4.2,2.94,107.88,2.4503
0.3185,2.205,2.88,80.96,0.3534
0.749,0.54,2.91,90.64,0.2277
0.159,0.495,2.91,133.35,1.0404
0.24,4.36,3,92.07,0.8811
0.528,0.525,1.455,125.4,1.672
0.235,0.525,1.44,86.24,0.054
0.594,2.295,1.59,96.72,0.1944
0.583,3.6,3.09,121.8,0.9894
0.385,4.28,3.15,133.32,1.8676
0.4095,2.4075,1.47,90.21,0.1872
0.6435,0.52,1.395,97.76,0.255
0.707,2.16,2.76,95.04,0.15
0.357,0.465,1.53,105.56,0.76
0.5775,0.475,1.575,100.44,0.1575
0.624,0.545,3.09,145.2,2.806
0.5775,0.495,3.21,126.44,3.9624
0.2425,3.6,1.605,127,2.1112
0.539,3.92,3.03,111.36,3.9624
0.756,4.04,3,125.28,2.1112
0.3255,4.28,1.485,84.63,0.1248
0.65,0.475,3,83.6,0.4142
0.611,0.54,3.09,90.64,0.3572
0.441,4.16,1.635,118.8,3.4176
0.689,0.52,1.41,95.04,0.1635
0.1455,0.535,1.455,124.12,0.6976
0.4185,3.68,3.27,96.8,0.5952
0.585,0.455,3.09,90.64,1.0944
0.5445,0.515,2.79,122.76,2.6416
0.561,3.6,1.38,93.28,0.361
0.689,3.8,2.85,83.6,1.2312
0.644,4.2,1.425,92.07,0.3876
0.55,2.205,1.5,121.44,0.8132
0.275,3.84,3.24,135.89,1.4136
0.4365,0.455,2.79,135.96,4.0005
0.3395,0.48,2.73,138.43,1.7572
0.611,2.0925,2.76,93,0.7144
0.2725,2.43,1.59,128.27,0.4947
0.255,0.495,1.65,134.62,0.5355
0.763,4.24,3.27,92.07,0.6528
0.364,3.76,2.82,79.2,2.0503
0.4635,0.525,1.56,141.24,1.3335
0.1545,3.76,1.575,93.93,0.3952
0.477,2.3625,1.425,132.08,2.286
0.742,0.545,2.73,93.6,2.6162
0.4815,2.0475,2.97,127.6,3.81
0.77,4,1.365,145.2,4.466
0.728,2.3625,1.44,124.12,1.9402
0.707,2.025,3.24,128.04,2.3368
0.5995,3.88,2.7,110.2,2.4732
0.594,0.51,1.62,121.92,0.722
0.5665,0.535,2.82,96.72,1.4136
0.707,2.4075,1.575,93,0.1
0.371,2.115,1.365,143.88,1.3832
0.156,2.385,3.24,88,0.3952
0.5775,3.64,3.03,142.56,3.294
0.4815,3.92,1.635,95.79,0.5559
0.561,2.1825,1.56,119.48,1.3208
0.2675,0.475,2.85,79.2,0.8132
0.2525,2.3175,1.47,80.08,0.09
0.15,4.4,3.27,99.51,2.0097
0.1425,2.16,3.18,93,0.7828
0.5995,2.34,3.3,91.52,0.1605
0.27,0.475,3.15,120.64,2.4892
0.714,3.76,1.575,112.32,0.2425
0.2525,2.43,3.21,118.11,2.1315
0.1425,3.8,2.97,134.64,3.7736
0.7,2.0925,1.35,118.32,1.2192
0.6305,2.25,1.5,84.48,0.107
0.707,0.535,3,97.76,1.7622
0.7,4.2,1.38,121.44,2.54
0.3465,2.1825,1.41,97.65,0.5304
0.15,0.455,3.27,145.2,0.7448
0.495,2.34,2.82,96.72,1.6112
0.572,0.495,2.88,145.2,3.1415
0.162,4.4,1.635,84.48,0.4794
0.1605,0.51,3.03,118.11,2.7686
0.3745,0.54,2.88,89.28,0.2675
0.5445,2.475,2.94,110.24,1.4288
0.2375,0.475,3.24,84.63,0.275
0.585,4.32,3.12,110.24,1.6416
0.702,4.12,1.47,135.96,2.3876
0.2575,0.485,1.41,134.62,0.3534
0.6695,4.16,2.85,115.57,3.0195
0.364,2.2275,3.21,109.04,2.0097
0.1455,2.2725,2.82,111.28,0.7828
0.1425,4.2,1.5,123.19,3.8862
0.2575,0.52,3.27,92.07,0.418
0.1545,4,1.365,109.04,2.3368
0.728,4.28,1.65,126.72,3.204
0.594,0.465,3.09,124.12,2.6924
0.5555,2.295,1.365,137.16,1.2446
0.598,0.475,1.56,137.16,1.0812
0.672,4.36,1.455,94.16,1.4744
0.3325,2.3175,1.53,80.96,0.107
0.742,3.92,1.53,133.32,2.4638
0.165,4.4,1.455,114.3,4.0005
0.528,0.55,3,125.28,3.6957
0.517,4.16,1.455,111.36,2.5146
0.405,2.2275,3.3,86.24,1.0602
0.583,3.6,3.09,101.92,1.8473
0.477,4.32,1.515,125.28,1.5504
0.495,0.51,1.38,142.56,0.6592
0.265,0.525,3.18,122.76,4.0005
0.5005,2.1825,3.12,119.38,3.3464
0.4095,2.43,3.09,91.14,0.5049
0.371,2.115,3.27,92.4,0.4743
0.1455,0.455,3.03,104,2.4503
0.5775,3.8,1.5,109.2,1.02
0.3255,2.205,3.24,100.44,0.275
0.147,0.46,2.79,93.6,0.6992
0.63,0.465,3,85.56,0.7524
0.6955,2.3625,1.65,91.14,0.072
0.1605,2.43,3.3,113.68,2.3358
0.5995,0.545,2.73,95.79,0.2323
0.5225,0.52,1.635,88.88,0.1854
0.4185,0.48,2.85,126.44,1.91
0.585,4,1.65,87.42,0.4998
0.2575,2.2275,3.12,134.64,1.3589
0.637,2.1825,1.425,87.42,0.22
0.5555,0.5,1.635,138.6,0.722
0.144,2.1375,1.485,91.14,0.218
0.728,0.505,3.06,130.81,4.1148
0.156,4,3.18,89.76,0.9894
0.658,2.0925,2.82,111.36,3.3
0.572,3.64,1.395,104,1.2312
0.26,3.88,1.56,109.04,2.7178
0.3605,4.08,1.455,122.96,2.5654
0.624,4.32,3.06,99.51,0.6656
0.343,0.465,1.545,110.2,0.6784
0.3325,2.0475,3.09,101.92,1.0374
0.707,0.53,3.27,110.24,1.5352
0.25,2.2725,1.575,124.08,2.8365
0.322,2.16,2.7,102.3,0.1395
0.707,0.535,3.09,111.36,1.7572
0.6175,2.3175,1.65,115.57,1.869
0.598,2.115,1.41,93,0.1
0.749,3.96,1.65,83.7,0.182
0.3325,4.4,1.56,95.79,0.206
0.5995,2.475,2.91,83.7,0.6916
0.3745,4.28,2.97,132,5.2324
0.6565,2.1375,1.35,95.79,0.0495
0.3535,0.49,2.88,98.58,0.235
0.585,2.205,2.91,80.08,0.159
0.506,4.2,2.79,109.2,0.561
0.763,0.545,3.03,90.64,0.4104
0.658,0.47,2.97,135.96,3.7719
0.486,2.205,2.97,109.2,0.5202
0.45,3.68,1.485,119.38,3.8976
0.414,0.5,3.18,118.8,2.8365
0.156,0.55,3.09,112.32,0.7752
0.414,2.3625,3,121.8,4.0767
0.2525,2.07,1.5,90.21,0.101
0.611,0.505,1.62,83.6,0.107
0.23,3.84,1.455,128.27,4.4254
0.624,2.0925,1.395,124.12,2.54
0.245,4.32,1.41,138.6,3.172
0.432,0.49,1.35,94.86,0.192
0.2475,0.45,2.91,120.65,1.5504
0.486,0.505,1.395,120.64,0.235
0.658,2.1825,1.515,93.93,0.4845
0.495,0.495,1.41,112.52,1.2198
0.138,0.465,2.88,130.68,1.0374
0.4815,3.8,1.425,132.08,3.9624
0.1365,3.84,1.47,114.4,0.4142
0.5915,2.4075,1.53,112.52,0.9996
0.3325,0.55,1.59,118.32,0.3686
0.598,2.2275,1.515,116,1.5504
0.585,0.535,1.365,90.21,0.5151
0.486,3.76,3.18,88.35,2.0503
0.4725,0.465,2.85,137.28,4.0005
0.3465,3.88,2.88,95.04,0.7144
0.159,2.2275,2.82,80.96,1.0374
0.611,4.4,2.97,132.08,4.1587
0.459,4.36,1.56,110.2,2.54
0.378,0.48,1.65,93,0.046
0.2675,0.505,1.53,126.72,0.5049
0.2325,2.115,1.59,89.28,0.0864
0.707,4.16,2.97,104.4,0.9486
0.3255,4.08,1.38,100.44,0.24
0.329,2.115,1.44,97.76,0.1656
0.385,0.53,1.635,98.58,0.0864
0.147,0.475,3.27,113.68,2.101
0.5885,3.76,3.12,127.6,3.355
0.1425,4.24,1.575,116.84,2.867
0.539,2.1375,3.12,96.72,1.5656
0.637,2.43,1.485,104,1.0302
0.585,0.48,2.73,122.96,2.7432
0.611,2.3175,3,125.28,3.916
0.3325,2.115,3.15,84.63,0.0848
0.3185,2.205,1.38,83.7,0.105
0.714,0.525,1.515,124.08,1.4592
0.432,2.385,3.18,86.24,0.276
0.583,2.295,2.88,124.12,2.3876
0.714,2.16,1.485,135.89,2.1755
0.1425,0.54,2.94,80.96,0.1455
0.441,0.48,3.3,120.12,3.5052
0.245,0.52,3.06,87.12,0.15
0.686,0.55,1.425,118.11,0.4896
0.459,2.43,2.73,125.28,2.3622
0.2625,2.16,1.605,133.32,0.5457
0.4815,2.295,1.455,145.2,2.4638
